exercise,phase,elbow,shoulder,hip,knee,ankle,form,correction_needed,feedback_tag,accuracy,front_knee,front_hip,back_knee,back_hip
Tricep Extension,mid,-27.3,-21.9,,,,bad,True,Partial extension,63.3,,,,
Tricep Extension,end,167.6,,,,,bad,True,Upper arm moves,62.8,,,,
Tricep Extension,start,208.0,-25.1,,,,bad,True,Upper arm moves,67.8,,,,
Tricep Extension,end,178.3,,,,,bad,True,Partial extension,40.0,,,,
Tricep Extension,end,178.2,,,,,bad,True,Torso swing,63.9,,,,
Tricep Extension,start,170.8,26.3,,,,bad,True,Torso swing,42.6,,,,
Tricep Extension,start,162.4,14.5,,,,bad,True,Upper arm moves,40.5,,,,
Tricep Extension,start,176.6,-7.9,,,,bad,True,Upper arm moves,65.4,,,,
Tricep Extension,end,163.4,,,,,bad,True,Upper arm moves,62.2,,,,
Tricep Extension,mid,-1.4,-7.5,,,,bad,True,Partial extension,63.8,,,,
Tricep Extension,end,151.6,,,,,bad,True,Partial extension,41.4,,,,
Tricep Extension,start,171.7,18.1,,,,bad,True,Upper arm moves,66.3,,,,
Tricep Extension,mid,59.2,32.4,,,,bad,True,Upper arm moves,62.1,,,,
Tricep Extension,end,165.6,,,,,bad,True,Upper arm moves,49.6,,,,
Tricep Extension,end,171.5,,,,,bad,True,Torso swing,62.5,,,,
Tricep Extension,mid,-8.7,-27.3,,,,bad,True,Torso swing,51.5,,,,
Tricep Extension,mid,34.0,-12.8,,,,bad,True,Torso swing,52.8,,,,
Tricep Extension,start,157.5,17.3,,,,bad,True,Torso swing,51.5,,,,
Tricep Extension,end,157.7,,,,,bad,True,Partial extension,50.9,,,,
Tricep Extension,start,153.5,-21.0,,,,bad,True,Upper arm moves,43.3,,,,
Tricep Extension,start,203.3,-10.1,,,,bad,True,Partial extension,51.6,,,,
Tricep Extension,end,169.6,,,,,bad,True,Upper arm moves,40.7,,,,
Tricep Extension,mid,-19.1,17.4,,,,bad,True,Partial extension,42.8,,,,
Tricep Extension,start,203.8,-24.5,,,,bad,True,Upper arm moves,67.6,,,,
Tricep Extension,start,175.2,23.9,,,,bad,True,Partial extension,61.6,,,,
Tricep Extension,start,164.7,-13.8,,,,bad,True,Upper arm moves,58.1,,,,
Tricep Extension,mid,49.2,-8.8,,,,bad,True,Torso swing,58.8,,,,
Tricep Extension,mid,48.1,-5.3,,,,bad,True,Partial extension,56.5,,,,
Tricep Extension,start,190.2,34.5,,,,bad,True,Upper arm moves,48.9,,,,
Tricep Extension,end,176.5,,,,,bad,True,Partial extension,43.6,,,,
Tricep Extension,end,166.3,,,,,bad,True,Upper arm moves,47.0,,,,
Tricep Extension,start,173.2,37.7,,,,bad,True,Torso swing,42.5,,,,
Tricep Extension,end,170.7,,,,,bad,True,Upper arm moves,65.3,,,,
Tricep Extension,mid,-1.3,-11.4,,,,bad,True,Torso swing,52.5,,,,
Tricep Extension,mid,45.4,39.2,,,,bad,True,Torso swing,46.1,,,,
Tricep Extension,mid,-24.2,12.0,,,,bad,True,Upper arm moves,47.0,,,,
Tricep Extension,start,173.0,-4.3,,,,bad,True,Partial extension,59.7,,,,
Tricep Extension,mid,-25.8,20.6,,,,bad,True,Upper arm moves,56.0,,,,
Tricep Extension,start,192.6,38.8,,,,bad,True,Partial extension,52.4,,,,
Tricep Extension,start,194.9,28.1,,,,bad,True,Upper arm moves,56.8,,,,
Tricep Extension,end,158.8,,,,,bad,True,Torso swing,62.2,,,,
Tricep Extension,start,166.3,33.6,,,,bad,True,Upper arm moves,43.1,,,,
Tricep Extension,mid,53.3,26.0,,,,bad,True,Torso swing,66.1,,,,
Tricep Extension,end,203.9,,,,,bad,True,Torso swing,40.7,,,,
Tricep Extension,mid,38.1,-7.1,,,,bad,True,Upper arm moves,52.2,,,,
Tricep Extension,end,209.4,,,,,bad,True,Partial extension,55.7,,,,
Tricep Extension,mid,51.2,37.5,,,,bad,True,Upper arm moves,60.8,,,,
Tricep Extension,mid,47.5,14.3,,,,bad,True,Partial extension,61.5,,,,
Tricep Extension,start,184.4,-13.5,,,,bad,True,Upper arm moves,59.9,,,,
Tricep Extension,end,158.7,,,,,bad,True,Torso swing,58.0,,,,
Tricep Extension,start,152.8,14.8,,,,bad,True,Torso swing,56.9,,,,
Tricep Extension,start,175.0,-7.3,,,,bad,True,Partial extension,68.8,,,,
Tricep Extension,start,194.9,-11.4,,,,bad,True,Partial extension,69.1,,,,
Tricep Extension,end,150.9,,,,,bad,True,Torso swing,46.5,,,,
Tricep Extension,start,177.9,-25.2,,,,bad,True,Torso swing,61.2,,,,
Tricep Extension,mid,41.9,-26.4,,,,bad,True,Upper arm moves,62.2,,,,
Tricep Extension,mid,-25.6,18.2,,,,bad,True,Torso swing,64.1,,,,
Tricep Extension,mid,42.8,11.1,,,,bad,True,Torso swing,49.3,,,,
Tricep Extension,end,177.2,,,,,bad,True,Partial extension,63.7,,,,
Tricep Extension,end,166.2,,,,,bad,True,Partial extension,55.7,,,,
Tricep Extension,end,155.6,,,,,bad,True,Partial extension,68.7,,,,
Tricep Extension,mid,56.2,27.2,,,,bad,True,Partial extension,62.0,,,,
Tricep Extension,mid,48.1,-25.7,,,,bad,True,Torso swing,40.2,,,,
Tricep Extension,start,176.5,-18.6,,,,bad,True,Torso swing,48.0,,,,
Tricep Extension,end,207.5,,,,,bad,True,Torso swing,40.2,,,,
Tricep Extension,start,188.1,-26.0,,,,bad,True,Upper arm moves,67.0,,,,
Tricep Extension,start,177.0,-8.6,,,,bad,True,Upper arm moves,61.3,,,,
Tricep Extension,mid,-25.4,-3.3,,,,bad,True,Upper arm moves,62.8,,,,
Tricep Extension,mid,40.7,16.3,,,,bad,True,Upper arm moves,66.0,,,,
Tricep Extension,end,164.8,,,,,bad,True,Partial extension,51.6,,,,
Tricep Extension,mid,31.4,-25.3,,,,bad,True,Partial extension,67.9,,,,
Tricep Extension,end,197.8,,,,,bad,True,Partial extension,50.0,,,,
Tricep Extension,end,177.8,,,,,bad,True,Partial extension,41.7,,,,
Tricep Extension,end,199.0,,,,,bad,True,Torso swing,67.7,,,,
Tricep Extension,end,173.6,,,,,bad,True,Partial extension,41.4,,,,
Tricep Extension,end,182.3,,,,,bad,True,Torso swing,41.9,,,,
Tricep Extension,start,202.4,34.1,,,,bad,True,Torso swing,43.8,,,,
Tricep Extension,mid,58.6,11.9,,,,bad,True,Upper arm moves,43.1,,,,
Tricep Extension,end,189.3,,,,,bad,True,Upper arm moves,67.1,,,,
Tricep Extension,start,162.5,-23.2,,,,bad,True,Torso swing,52.6,,,,
Tricep Extension,start,158.3,-26.7,,,,bad,True,Torso swing,53.6,,,,
Tricep Extension,end,166.6,,,,,bad,True,Upper arm moves,42.3,,,,
Tricep Extension,mid,31.5,36.6,,,,bad,True,Torso swing,45.7,,,,
Tricep Extension,start,153.2,36.3,,,,bad,True,Upper arm moves,43.8,,,,
Tricep Extension,end,153.9,,,,,bad,True,Partial extension,66.1,,,,
Tricep Extension,end,200.5,,,,,bad,True,Partial extension,68.6,,,,
Tricep Extension,end,189.9,,,,,bad,True,Upper arm moves,53.5,,,,
Tricep Extension,end,197.4,,,,,bad,True,Upper arm moves,43.8,,,,
Tricep Extension,mid,-13.9,12.7,,,,bad,True,Torso swing,46.9,,,,
Tricep Extension,end,209.6,,,,,bad,True,Torso swing,70.0,,,,
Tricep Extension,end,164.7,,,,,bad,True,Torso swing,61.5,,,,
Tricep Extension,end,197.3,,,,,bad,True,Torso swing,59.2,,,,
Tricep Extension,mid,-8.0,-26.8,,,,bad,True,Torso swing,51.2,,,,
Tricep Extension,mid,-9.9,-12.1,,,,bad,True,Torso swing,42.5,,,,
Tricep Extension,end,192.8,,,,,bad,True,Upper arm moves,52.9,,,,
Tricep Extension,start,183.7,21.2,,,,bad,True,Upper arm moves,63.1,,,,
Tricep Extension,mid,46.9,36.5,,,,bad,True,Torso swing,42.6,,,,
Tricep Extension,mid,47.7,35.8,,,,bad,True,Partial extension,51.7,,,,
Tricep Extension,end,176.5,,,,,bad,True,Torso swing,59.0,,,,
Tricep Extension,start,193.9,-13.2,,,,bad,True,Upper arm moves,64.6,,,,
Tricep Extension,mid,-18.5,12.6,,,,bad,True,Partial extension,47.0,,,,
Tricep Extension,start,173.4,-28.9,,,,bad,True,Partial extension,62.3,,,,
Tricep Extension,mid,43.1,17.2,,,,bad,True,Torso swing,61.6,,,,
Tricep Extension,mid,-24.3,-26.2,,,,bad,True,Torso swing,46.4,,,,
Tricep Extension,start,172.2,29.0,,,,bad,True,Upper arm moves,46.6,,,,
Tricep Extension,mid,49.9,27.5,,,,bad,True,Upper arm moves,54.7,,,,
Tricep Extension,end,202.6,,,,,bad,True,Torso swing,56.6,,,,
Tricep Extension,start,208.2,-8.6,,,,bad,True,Torso swing,55.0,,,,
Tricep Extension,mid,-24.1,-29.7,,,,bad,True,Upper arm moves,52.4,,,,
Tricep Extension,mid,35.0,31.7,,,,bad,True,Partial extension,64.7,,,,
Tricep Extension,start,169.7,32.5,,,,bad,True,Upper arm moves,59.7,,,,
Tricep Extension,mid,36.8,33.2,,,,bad,True,Partial extension,47.3,,,,
Tricep Extension,end,152.6,,,,,bad,True,Upper arm moves,55.3,,,,
Tricep Extension,end,203.7,,,,,bad,True,Torso swing,69.6,,,,
Tricep Extension,end,158.0,,,,,bad,True,Partial extension,57.5,,,,
Tricep Extension,start,162.4,39.1,,,,bad,True,Upper arm moves,50.8,,,,
Tricep Extension,start,166.2,35.6,,,,bad,True,Torso swing,48.8,,,,
Tricep Extension,end,189.7,,,,,bad,True,Upper arm moves,62.5,,,,
Tricep Extension,start,155.2,26.7,,,,bad,True,Partial extension,59.2,,,,
Tricep Extension,start,207.5,26.9,,,,bad,True,Torso swing,57.7,,,,
Tricep Extension,start,164.2,17.0,,,,bad,True,Upper arm moves,52.9,,,,
Tricep Extension,end,161.3,,,,,bad,True,Partial extension,42.4,,,,
Tricep Extension,end,174.7,,,,,bad,True,Partial extension,54.7,,,,
Tricep Extension,mid,55.1,-7.9,,,,bad,True,Torso swing,50.3,,,,
Tricep Extension,start,165.8,-26.6,,,,bad,True,Torso swing,55.2,,,,
Tricep Extension,mid,-27.8,39.3,,,,bad,True,Torso swing,55.5,,,,
Tricep Extension,start,169.9,-3.3,,,,bad,True,Partial extension,67.7,,,,
Tricep Extension,mid,-21.9,26.1,,,,bad,True,Torso swing,43.9,,,,
Tricep Extension,mid,57.0,16.9,,,,bad,True,Torso swing,45.6,,,,
Tricep Extension,end,153.3,,,,,bad,True,Upper arm moves,66.6,,,,
Tricep Extension,end,208.5,,,,,bad,True,Upper arm moves,44.7,,,,
Tricep Extension,start,207.5,-10.4,,,,bad,True,Partial extension,42.2,,,,
Tricep Extension,start,199.9,25.1,,,,bad,True,Upper arm moves,59.5,,,,
Tricep Extension,start,198.5,30.2,,,,bad,True,Torso swing,67.1,,,,
Tricep Extension,start,199.7,30.7,,,,bad,True,Partial extension,69.2,,,,
Tricep Extension,mid,-1.8,-19.2,,,,bad,True,Torso swing,67.5,,,,
Tricep Extension,start,200.2,-8.9,,,,bad,True,Torso swing,53.6,,,,
Tricep Extension,end,178.2,,,,,bad,True,Torso swing,63.3,,,,
Tricep Extension,end,161.2,,,,,bad,True,Partial extension,66.8,,,,
Tricep Extension,start,183.0,21.6,,,,bad,True,Torso swing,50.9,,,,
Tricep Extension,start,184.4,-19.1,,,,bad,True,Upper arm moves,68.0,,,,
Tricep Extension,mid,55.9,32.6,,,,bad,True,Partial extension,60.8,,,,
Tricep Extension,end,209.8,,,,,bad,True,Upper arm moves,63.2,,,,
Tricep Extension,start,156.3,36.7,,,,bad,True,Upper arm moves,49.7,,,,
Tricep Extension,mid,42.5,21.1,,,,bad,True,Torso swing,62.2,,,,
Tricep Extension,mid,38.4,-2.5,,,,bad,True,Torso swing,42.0,,,,
Tricep Extension,mid,-21.0,-27.5,,,,bad,True,Torso swing,51.4,,,,
Tricep Extension,mid,51.5,-26.8,,,,bad,True,Upper arm moves,54.0,,,,
Tricep Extension,mid,57.7,-24.1,,,,bad,True,Partial extension,43.3,,,,
Tricep Extension,mid,49.3,-21.4,,,,bad,True,Partial extension,44.3,,,,
Tricep Extension,start,195.6,-5.9,,,,bad,True,Partial extension,43.2,,,,
Tricep Extension,end,202.5,,,,,bad,True,Partial extension,67.7,,,,
Tricep Extension,start,195.8,-22.1,,,,bad,True,Upper arm moves,47.0,,,,
Tricep Extension,mid,-16.9,-1.0,,,,bad,True,Upper arm moves,45.9,,,,
Tricep Extension,end,181.7,,,,,bad,True,Upper arm moves,41.9,,,,
Tricep Extension,end,158.1,,,,,bad,True,Upper arm moves,43.2,,,,
Tricep Extension,mid,41.6,-13.3,,,,bad,True,Upper arm moves,66.1,,,,
Tricep Extension,mid,35.5,32.3,,,,bad,True,Upper arm moves,52.7,,,,
Tricep Extension,mid,48.2,20.0,,,,bad,True,Partial extension,69.1,,,,
Lunge,start,,,180.0,180.0,,good,False,,86.9,,,,
Lunge,mid,,,,,90.0,good,False,,93.8,89.4,95.7,110.8,99.4
Lunge,end,,,180.0,180.0,,good,False,,99.4,,,,
Lunge,mid,,,,,90.0,good,False,,99.9,90.6,98.1,99.6,110.6
Lunge,mid,,,,,90.0,good,False,,84.5,88.8,86.5,95.1,109.1
Lunge,start,,,180.0,180.0,,good,False,,80.3,,,,
Lunge,start,,,180.0,180.0,,good,False,,80.5,,,,
Lunge,end,,,180.0,180.0,,good,False,,91.6,,,,
Lunge,start,,,180.0,180.0,,good,False,,97.0,,,,
Lunge,start,,,180.0,180.0,,good,False,,94.1,,,,
Lunge,mid,,,,,90.0,good,False,,96.3,87.5,97.2,90.4,108.7
Lunge,mid,,,,,90.0,good,False,,82.0,97.6,94.0,106.8,117.4
Lunge,end,,,180.0,180.0,,good,False,,88.3,,,,
Lunge,start,,,180.0,180.0,,good,False,,98.5,,,,
Lunge,mid,,,,,90.0,good,False,,90.2,95.3,91.3,92.6,101.5
Lunge,mid,,,,,90.0,good,False,,90.6,91.9,84.2,109.1,99.7
Lunge,start,,,180.0,180.0,,good,False,,87.2,,,,
Lunge,mid,,,,,90.0,good,False,,90.6,85.2,91.8,114.3,114.7
Lunge,start,,,180.0,180.0,,good,False,,80.2,,,,
Lunge,mid,,,,,90.0,good,False,,92.3,94.2,100.0,108.0,104.3
Lunge,end,,,180.0,180.0,,good,False,,92.7,,,,
Lunge,end,,,180.0,180.0,,good,False,,84.2,,,,
Lunge,end,,,180.0,180.0,,good,False,,86.0,,,,
Lunge,start,,,180.0,180.0,,good,False,,89.3,,,,
Lunge,mid,,,,,90.0,good,False,,93.3,84.3,89.8,108.3,106.5
Lunge,start,,,180.0,180.0,,good,False,,91.1,,,,
Lunge,mid,,,,,90.0,good,False,,97.1,89.4,89.4,100.4,119.9
Lunge,mid,,,,,90.0,good,False,,98.0,91.5,95.8,111.5,101.6
Lunge,mid,,,,,90.0,good,False,,87.3,83.9,85.2,95.1,117.6
Lunge,end,,,180.0,180.0,,good,False,,92.9,,,,
Lunge,start,,,180.0,180.0,,good,False,,93.8,,,,
Lunge,end,,,180.0,180.0,,good,False,,97.7,,,,
Lunge,start,,,180.0,180.0,,good,False,,94.2,,,,
Lunge,end,,,180.0,180.0,,good,False,,87.5,,,,
Lunge,end,,,180.0,180.0,,good,False,,85.1,,,,
Lunge,mid,,,,,90.0,good,False,,98.4,94.8,92.1,91.9,106.4
Lunge,end,,,180.0,180.0,,good,False,,80.0,,,,
Lunge,start,,,180.0,180.0,,good,False,,86.8,,,,
Lunge,start,,,180.0,180.0,,good,False,,99.8,,,,
Lunge,start,,,180.0,180.0,,good,False,,97.7,,,,
Lunge,end,,,180.0,180.0,,good,False,,92.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,88.3,,,,
Lunge,end,,,180.0,180.0,,good,False,,88.6,,,,
Lunge,end,,,180.0,180.0,,good,False,,96.8,,,,
Lunge,end,,,180.0,180.0,,good,False,,87.1,,,,
Lunge,mid,,,,,90.0,good,False,,97.6,84.4,88.3,93.5,108.9
Lunge,end,,,180.0,180.0,,good,False,,85.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,85.2,,,,
Lunge,start,,,180.0,180.0,,good,False,,96.9,,,,
Lunge,end,,,180.0,180.0,,good,False,,88.1,,,,
Lunge,mid,,,,,90.0,good,False,,95.2,83.7,81.5,115.4,111.3
Lunge,start,,,180.0,180.0,,good,False,,95.7,,,,
Lunge,start,,,180.0,180.0,,good,False,,94.8,,,,
Lunge,start,,,180.0,180.0,,good,False,,85.8,,,,
Lunge,end,,,180.0,180.0,,good,False,,87.0,,,,
Lunge,start,,,180.0,180.0,,good,False,,81.7,,,,
Lunge,end,,,180.0,180.0,,good,False,,98.5,,,,
Lunge,end,,,180.0,180.0,,good,False,,96.9,,,,
Lunge,end,,,180.0,180.0,,good,False,,95.5,,,,
Lunge,mid,,,,,90.0,good,False,,84.3,83.9,98.7,91.0,94.8
Lunge,end,,,180.0,180.0,,good,False,,83.2,,,,
Lunge,end,,,180.0,180.0,,good,False,,84.0,,,,
Lunge,end,,,180.0,180.0,,good,False,,81.6,,,,
Lunge,end,,,180.0,180.0,,good,False,,96.6,,,,
Lunge,end,,,180.0,180.0,,good,False,,93.4,,,,
Lunge,start,,,180.0,180.0,,good,False,,80.5,,,,
Lunge,start,,,180.0,180.0,,good,False,,98.1,,,,
Lunge,mid,,,,,90.0,good,False,,98.8,98.3,85.1,110.7,113.6
Lunge,mid,,,,,90.0,good,False,,84.7,95.8,83.1,110.7,95.5
Lunge,start,,,180.0,180.0,,good,False,,84.8,,,,
Lunge,mid,,,,,90.0,good,False,,88.1,84.9,83.0,97.8,98.2
Lunge,end,,,180.0,180.0,,good,False,,80.7,,,,
Lunge,mid,,,,,90.0,good,False,,86.6,84.2,93.2,119.4,119.7
Lunge,start,,,180.0,180.0,,good,False,,81.0,,,,
Lunge,start,,,180.0,180.0,,good,False,,93.9,,,,
Lunge,start,,,180.0,180.0,,good,False,,84.8,,,,
Lunge,start,,,180.0,180.0,,good,False,,82.1,,,,
Lunge,start,,,180.0,180.0,,good,False,,90.3,,,,
Lunge,end,,,180.0,180.0,,good,False,,85.3,,,,
Lunge,mid,,,,,90.0,good,False,,94.6,81.4,93.6,118.2,113.2
Lunge,mid,,,,,90.0,good,False,,91.5,97.3,99.9,115.0,104.2
Lunge,end,,,180.0,180.0,,good,False,,86.5,,,,
Lunge,mid,,,,,90.0,good,False,,95.1,88.7,88.5,97.6,94.7
Lunge,end,,,180.0,180.0,,good,False,,92.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,83.2,,,,
Lunge,mid,,,,,90.0,good,False,,82.1,92.2,93.4,118.2,114.6
Lunge,end,,,180.0,180.0,,good,False,,94.4,,,,
Lunge,start,,,180.0,180.0,,good,False,,89.2,,,,
Lunge,mid,,,,,90.0,good,False,,85.1,91.3,82.2,108.0,104.9
Lunge,mid,,,,,90.0,good,False,,94.9,85.9,90.1,114.8,90.3
Lunge,mid,,,,,90.0,good,False,,92.6,95.3,86.3,98.2,111.5
Lunge,start,,,180.0,180.0,,good,False,,97.1,,,,
Lunge,end,,,180.0,180.0,,good,False,,85.7,,,,
Lunge,start,,,180.0,180.0,,good,False,,84.6,,,,
Lunge,start,,,180.0,180.0,,good,False,,85.1,,,,
Lunge,end,,,180.0,180.0,,good,False,,88.9,,,,
Lunge,end,,,180.0,180.0,,good,False,,90.7,,,,
Lunge,end,,,180.0,180.0,,good,False,,97.8,,,,
Lunge,start,,,180.0,180.0,,good,False,,97.8,,,,
Lunge,end,,,180.0,180.0,,good,False,,93.9,,,,
Lunge,end,,,180.0,180.0,,good,False,,82.5,,,,
Lunge,start,,,180.0,180.0,,good,False,,96.1,,,,
Lunge,mid,,,,,90.0,good,False,,82.4,92.3,92.1,99.7,116.3
Lunge,mid,,,,,90.0,good,False,,85.0,84.4,95.5,118.3,119.2
Lunge,mid,,,,,90.0,good,False,,93.4,99.3,87.5,93.6,104.5
Lunge,end,,,180.0,180.0,,good,False,,82.3,,,,
Lunge,start,,,180.0,180.0,,good,False,,89.7,,,,
Lunge,mid,,,,,90.0,good,False,,94.8,97.9,98.2,107.9,99.5
Lunge,end,,,180.0,180.0,,good,False,,80.5,,,,
Lunge,mid,,,,,90.0,good,False,,96.4,83.6,84.4,99.0,93.7
Lunge,end,,,180.0,180.0,,good,False,,87.9,,,,
Lunge,mid,,,,,90.0,good,False,,89.1,81.6,83.3,90.1,90.6
Lunge,start,,,180.0,180.0,,good,False,,94.4,,,,
Lunge,start,,,180.0,180.0,,good,False,,99.4,,,,
Lunge,start,,,180.0,180.0,,good,False,,86.1,,,,
Lunge,mid,,,,,90.0,good,False,,81.6,85.2,88.8,111.1,103.6
Lunge,start,,,180.0,180.0,,good,False,,91.1,,,,
Lunge,end,,,180.0,180.0,,good,False,,97.3,,,,
Lunge,mid,,,,,90.0,good,False,,91.1,86.7,96.2,103.5,110.3
Lunge,start,,,180.0,180.0,,good,False,,83.1,,,,
Lunge,mid,,,,,90.0,good,False,,94.4,86.6,85.0,101.6,111.7
Lunge,mid,,,,,90.0,good,False,,99.5,87.2,99.7,115.7,102.2
Lunge,start,,,180.0,180.0,,good,False,,83.3,,,,
Lunge,end,,,180.0,180.0,,good,False,,92.6,,,,
Lunge,end,,,180.0,180.0,,good,False,,86.6,,,,
Lunge,start,,,180.0,180.0,,good,False,,85.7,,,,
Lunge,mid,,,,,90.0,good,False,,100.0,83.6,87.5,118.4,119.2
Lunge,start,,,180.0,180.0,,good,False,,86.5,,,,
Lunge,mid,,,,,90.0,good,False,,84.1,93.4,97.9,115.7,93.9
Lunge,end,,,180.0,180.0,,good,False,,80.6,,,,
Lunge,end,,,180.0,180.0,,good,False,,92.6,,,,
Lunge,mid,,,,,90.0,good,False,,98.4,89.5,90.8,100.5,118.1
Lunge,mid,,,,,90.0,good,False,,89.2,88.1,82.2,101.3,107.1
Lunge,mid,,,,,90.0,good,False,,99.1,83.4,95.0,109.7,91.5
Lunge,mid,,,,,90.0,good,False,,81.8,90.3,89.3,106.8,104.0
Lunge,start,,,180.0,180.0,,good,False,,86.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,94.5,,,,
Lunge,start,,,180.0,180.0,,good,False,,81.7,,,,
Lunge,mid,,,,,90.0,good,False,,91.6,92.5,98.5,112.6,110.8
Lunge,start,,,180.0,180.0,,good,False,,96.5,,,,
Lunge,end,,,180.0,180.0,,good,False,,86.8,,,,
Lunge,start,,,180.0,180.0,,good,False,,90.1,,,,
Lunge,start,,,180.0,180.0,,good,False,,89.5,,,,
Lunge,end,,,180.0,180.0,,good,False,,93.5,,,,
Lunge,mid,,,,,90.0,good,False,,92.1,98.8,86.9,93.9,91.8
Lunge,mid,,,,,90.0,good,False,,99.3,98.4,80.7,109.6,103.3
Lunge,end,,,180.0,180.0,,good,False,,85.5,,,,
Lunge,mid,,,,,90.0,good,False,,89.5,98.2,92.9,119.6,95.3
Lunge,mid,,,,,90.0,good,False,,96.4,96.3,81.3,96.2,116.1
Lunge,mid,,,,,90.0,good,False,,87.6,96.3,80.7,98.9,110.1
Lunge,start,,,180.0,180.0,,good,False,,84.5,,,,
Lunge,end,,,180.0,180.0,,good,False,,80.7,,,,
Lunge,mid,,,,,90.0,good,False,,89.1,82.2,85.6,117.8,108.7
Lunge,start,,,180.0,180.0,,good,False,,91.6,,,,
Lunge,end,,,180.0,180.0,,good,False,,91.9,,,,
Lunge,end,,,180.0,180.0,,good,False,,83.5,,,,
Lunge,mid,,,,,90.0,good,False,,97.8,97.7,99.1,106.9,116.6
Lunge,end,,,180.0,180.0,,good,False,,97.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,97.8,,,,
Lunge,mid,,,,,90.0,good,False,,87.4,87.8,89.5,111.4,97.5
Lunge,mid,,,,,90.0,good,False,,90.5,82.9,86.9,97.9,95.3
Lunge,start,,,180.0,180.0,,good,False,,95.7,,,,
Lunge,mid,,,,,90.0,good,False,,90.0,92.1,85.3,105.0,99.0
Lunge,end,,,180.0,180.0,,good,False,,98.0,,,,
Lunge,start,,,180.0,180.0,,good,False,,83.8,,,,
Lunge,end,,,180.0,180.0,,good,False,,97.8,,,,
Lunge,mid,,,,,90.0,good,False,,92.7,98.7,93.0,95.2,90.5
Lunge,mid,,,,,90.0,good,False,,82.6,95.2,96.9,107.1,116.8
Lunge,start,,,180.0,180.0,,good,False,,86.5,,,,
Lunge,end,,,180.0,180.0,,good,False,,91.2,,,,
Lunge,end,,,180.0,180.0,,good,False,,97.9,,,,
Lunge,mid,,,,,90.0,good,False,,83.8,92.8,81.9,99.4,102.0
Lunge,mid,,,,,90.0,good,False,,90.5,81.6,85.8,111.0,100.3
Lunge,end,,,180.0,180.0,,good,False,,83.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,95.2,,,,
Lunge,mid,,,,,90.0,good,False,,91.0,96.5,92.1,103.9,106.0
Lunge,start,,,180.0,180.0,,good,False,,97.3,,,,
Lunge,start,,,180.0,180.0,,good,False,,93.8,,,,
Lunge,start,,,180.0,180.0,,good,False,,81.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,99.1,,,,
Lunge,mid,,,,,90.0,good,False,,97.2,93.0,80.3,106.3,103.0
Lunge,end,,,180.0,180.0,,good,False,,83.2,,,,
Lunge,mid,,,,,90.0,good,False,,90.8,86.8,81.1,92.7,111.0
Lunge,end,,,180.0,180.0,,good,False,,85.3,,,,
Lunge,end,,,180.0,180.0,,good,False,,83.5,,,,
Lunge,mid,,,,,90.0,good,False,,80.9,87.6,83.0,102.5,103.2
Lunge,end,,,180.0,180.0,,good,False,,81.7,,,,
Lunge,end,,,180.0,180.0,,good,False,,93.8,,,,
Lunge,end,,,180.0,180.0,,good,False,,83.5,,,,
Lunge,start,,,180.0,180.0,,good,False,,86.1,,,,
Lunge,mid,,,,,90.0,good,False,,85.8,84.1,80.8,92.8,109.0
Lunge,start,,,180.0,180.0,,good,False,,81.1,,,,
Lunge,start,,,180.0,180.0,,good,False,,96.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,84.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,89.4,,,,
Lunge,mid,,,,,90.0,good,False,,95.2,94.1,90.5,105.5,90.1
Lunge,end,,,180.0,180.0,,good,False,,97.6,,,,
Lunge,start,,,180.0,180.0,,good,False,,95.8,,,,
Lunge,mid,,,,,90.0,good,False,,86.5,89.6,88.4,110.3,90.8
Lunge,end,,,180.0,180.0,,good,False,,80.7,,,,
Lunge,mid,,,,,90.0,good,False,,88.6,89.5,85.6,100.1,114.1
Lunge,mid,,,,,90.0,good,False,,87.8,87.3,98.5,115.6,98.4
Lunge,mid,,,,,90.0,good,False,,99.9,95.0,83.3,90.9,101.0
Lunge,start,,,180.0,180.0,,good,False,,80.8,,,,
Lunge,start,,,180.0,180.0,,good,False,,92.8,,,,
Lunge,end,,,180.0,180.0,,good,False,,93.3,,,,
Lunge,start,,,180.0,180.0,,good,False,,83.8,,,,
Lunge,end,,,180.0,180.0,,good,False,,88.3,,,,
Lunge,end,,,180.0,180.0,,good,False,,82.9,,,,
Lunge,end,,,180.0,180.0,,good,False,,94.3,,,,
Lunge,start,,,180.0,180.0,,good,False,,94.0,,,,
Lunge,mid,,,,,90.0,good,False,,85.8,81.5,93.1,93.6,104.5
Lunge,mid,,,,,90.0,good,False,,92.7,88.4,99.9,93.1,90.8
Lunge,end,,,180.0,180.0,,good,False,,80.8,,,,
Lunge,start,,,180.0,180.0,,good,False,,89.0,,,,
Lunge,end,,,180.0,180.0,,good,False,,85.6,,,,
Lunge,mid,,,,,90.0,good,False,,98.9,94.6,88.0,98.0,102.6
Lunge,mid,,,,,90.0,good,False,,88.0,90.1,89.6,112.1,90.1
